"","study_id","country","site_id","core_id","core_latitude","core_longitude","core_date","Data_owner","core_position_accuracy_flag","core_position_accuracy","landscape_position","hydrogeomorphology","Dominant species","core_length","core_length_flag","vegetation_class","vegetation_notes"
"1","MX_edaf_puntos","Mexico",NA,"M1680",15.67694,-96.577,"1986","MX_edaf_puntos",NA,NA,NA,NA,NA,1.06,"unsure","forested","mangrove"
"2","MX_edaf_puntos","Mexico",NA,"M1681",15.2025,-92.8113,"1990","MX_edaf_puntos",NA,NA,NA,NA,NA,0.33,"unsure","forested","mangrove"
"3","MX_edaf_puntos","Mexico",NA,"M1682",14.91498,-92.6155,"1984","MX_edaf_puntos",NA,NA,NA,NA,NA,0.17,"unsure","forested","mangrove"
"4","MX_edaf_puntos","Mexico",NA,"M1683",16.57923,-98.8213,"2003","MX_edaf_puntos",NA,NA,NA,NA,NA,1.13,"unsure","forested","mangrove"
"5","MX_edaf_puntos","Mexico",NA,"M1684",16.64466,-99.2596,"2003","MX_edaf_puntos",NA,NA,NA,NA,NA,1.25,"unsure","forested","mangrove"
"6","MX_edaf_puntos","Mexico",NA,"M1685",19.95371,-90.3721,"2003","MX_edaf_puntos",NA,NA,NA,NA,NA,0.75,"unsure","forested","mangrove"
"7","MX_edaf_puntos","Mexico",NA,"M1686",19.04569,-91.0942,"2003","MX_edaf_puntos",NA,NA,NA,NA,NA,0.4,"unsure","forested","mangrove"
"8","MX_edaf_puntos","Mexico",NA,"M1687",18.63789,-92.4778,"2004","MX_edaf_puntos",NA,NA,NA,NA,NA,0.28,"unsure","forested","mangrove"
"9","MX_edaf_puntos","Mexico",NA,"M1688",20.21604,-90.4268,"2003","MX_edaf_puntos",NA,NA,NA,NA,NA,0.25,"unsure","forested","mangrove"
"10","MX_edaf_puntos","Mexico",NA,"M1689",27.98859,-114.086,"2005","MX_edaf_puntos",NA,NA,NA,NA,NA,1.05,"unsure","forested","mangrove"
"11","MX_perfilv12","Mexico",NA,"M1690",20.97885,-97.3209,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.7,"unsure","forested","mangrove"
"12","MX_perfilv12","Mexico",NA,"M1691",20.9552,-97.3164,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.4,"unsure","forested","mangrove"
"13","MX_perfilv12","Mexico",NA,"M1692",21.12814,-90.0011,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.11,"unsure","forested","mangrove"
"14","MX_perfilv12","Mexico",NA,"M1693",21.11528,-90.0134,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.2,"unsure","forested","mangrove"
"15","MX_perfilv12","Mexico",NA,"M1694",20.19988,-90.4033,NA,"MX_perfilv12",NA,NA,NA,NA,NA,1.25,"unsure","forested","mangrove"
"16","MX_perfilv12","Mexico",NA,"M1695",21.13535,-89.9616,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.11,"unsure","forested","mangrove"
"17","MX_perfilv12","Mexico",NA,"M1696",15.20135,-92.8111,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.33,"unsure","forested","mangrove"
"18","MX_perfilv12","Mexico",NA,"M1697",14.91384,-92.6152,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.17,"unsure","forested","mangrove"
"19","MX_perfilv12","Mexico",NA,"M1698",15.67575,-96.5767,NA,"MX_perfilv12",NA,NA,NA,NA,NA,1.06,"unsure","forested","mangrove"
"20","MX_perfilv12","Mexico",NA,"M1699",19.10571,-87.5571,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.12,"unsure","forested","mangrove"
"21","MX_perfilv12","Mexico",NA,"M1700",18.26999,-87.8373,NA,"MX_perfilv12",NA,NA,NA,NA,NA,1.1,"unsure","forested","mangrove"
"22","MX_perfilv12","Mexico",NA,"M1701",19.90796,-105.388,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.8,"unsure","forested","mangrove"
"23","MX_perfilv12","Mexico",NA,"M1702",21.89038,-105.469,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.6,"unsure","forested","mangrove"
"24","MX_perfilv12","Mexico",NA,"M1703",23.79933,-97.7719,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.9,"unsure","forested","mangrove"
"25","MX_perfilv12","Mexico",NA,"M1704",23.57338,-97.7683,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.8,"unsure","forested","mangrove"
"26","MX_perfilv12","Mexico",NA,"M1705",22.0741,-97.8409,NA,"MX_perfilv12",NA,NA,NA,NA,NA,0.82,"unsure","forested","mangrove"
"27","AfSPDB","Angola",NA,"M1706",-6.14567,12.37461,"1960","AfSPDB",NA,NA,NA,NA,NA,1.65,"unsure","forested","mangrove"
"28","AU_NatSoil","Australia",NA,"M1707",-17,145.77,"1987","AU_NatSoil",NA,NA,NA,NA,NA,0.66,"unsure","forested","mangrove"
"29","AU_NatSoil","Australia",NA,"M1708",-17.66,146.1,"1979","AU_NatSoil",NA,NA,NA,NA,NA,0.6,"unsure","forested","mangrove"
"30","AU_NatSoil","Australia",NA,"M1709",-18.37,146.11,"1983","AU_NatSoil",NA,NA,NA,NA,NA,1.5,"unsure","forested","mangrove"
"31","NCSS","USA",NA,"M1710",25.88,-81.37,"2011","NCSS",NA,NA,NA,NA,NA,1,"unsure","forested","mangrove"
"32","AfSPDB","DRC",NA,"M1711",-5.97,12.37,"1988","AfSPDB",NA,NA,NA,NA,NA,2,"unsure","forested","mangrove"
"33","WISE","DRC",NA,"M1712",-5.96972,12.36972,NA,"WISE",NA,NA,NA,NA,NA,2,"unsure","forested","mangrove"
"34","WISE","USA",NA,"M1713",20.03333,-75.1667,"1991","WISE",NA,NA,NA,NA,NA,1.8,"unsure","forested","mangrove"
"35","WISE","French Guiana",NA,"M1714",4.8,-52.2,"1960","WISE",NA,NA,NA,NA,NA,1.4,"unsure","forested","mangrove"
"36","AfSPDB","Guinea-Bissau",NA,"M1715",11.035,-15.0222,"1983","AfSPDB",NA,NA,NA,NA,NA,0.82,"unsure","forested","mangrove"
"37","AfSIS_Sentinel_Sites","Mozambique",NA,"M1716",-18.0453,36.86095,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"38","AfSIS_Sentinel_Sites","Mozambique",NA,"M1717",-18.0484,36.85908,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"39","AfSIS_Sentinel_Sites","Mozambique",NA,"M1718",-18.0532,36.8631,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"40","AfSIS_Sentinel_Sites","Mozambique",NA,"M1719",-18.0456,36.86033,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"41","AfSIS_Sentinel_Sites","Mozambique",NA,"M1720",-18.0246,36.86041,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"42","AfSIS_Sentinel_Sites","Mozambique",NA,"M1721",-18.0245,36.85885,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"43","AfSIS_Sentinel_Sites","Mozambique",NA,"M1722",-18.0494,36.82481,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"44","AfSIS_Sentinel_Sites","Mozambique",NA,"M1723",-18.0467,36.82455,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"45","AfSIS_Sentinel_Sites","Mozambique",NA,"M1724",-18.0482,36.82079,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"46","AfSIS_Sentinel_Sites","Mozambique",NA,"M1725",-18.0437,36.83612,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"47","AfSIS_Sentinel_Sites","Mozambique",NA,"M1726",-18.0478,36.84018,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"48","AfSIS_Sentinel_Sites","Mozambique",NA,"M1727",-18.0438,36.836,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"49","AfSIS_Sentinel_Sites","Mozambique",NA,"M1728",-18.0467,36.84099,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"50","AfSIS_Sentinel_Sites","Mozambique",NA,"M1729",-18.0472,36.8401,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"51","AfSIS_Sentinel_Sites","Mozambique",NA,"M1730",-18.0452,36.83748,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"52","AfSIS_Sentinel_Sites","Mozambique",NA,"M1731",-18.0468,36.83199,"2009","AfSIS_Sentinel_Sites",NA,NA,NA,NA,NA,0.5,"unsure","forested","mangrove"
"53","NCSS","Puerto Rico",NA,"M1732",17.95,-66.25,"2014","NCSS",NA,NA,NA,NA,NA,0.15,"unsure","forested","mangrove"
"54","RadamBrasil","Brazil",NA,"M1733",-15.55,-38.9833,"1981","RadamBrasil",NA,NA,NA,NA,NA,1.55,"unsure","forested","mangrove"
"55","RadamBrasil","Brazil",NA,"M1734",-2.85,-44.3333,"1973","RadamBrasil",NA,NA,NA,NA,NA,1.2,"unsure","forested","mangrove"
"56","NCSS","USA",NA,"M1735",26.48,-81.96,"2011","NCSS",NA,NA,NA,NA,NA,1.55,"unsure","forested","mangrove"
"57","NCSS","USA",NA,"M1736",26.47,-82.13,"2011","NCSS",NA,NA,NA,NA,NA,1.52,"unsure","forested","mangrove"
"58","NCSS","USA",NA,"M1737",26.87,-82.04,"2011","NCSS",NA,NA,NA,NA,NA,1.17,"unsure","forested","mangrove"
"59","NCSS","USA",NA,"M1738",27.72,-80.41,"2011","NCSS",NA,NA,NA,NA,NA,0.61,"unsure","forested","mangrove"
"60","NCSS","USA",NA,"M1739",25.12,-80.4,"2011","NCSS",NA,NA,NA,NA,NA,0.2,"unsure","forested","mangrove"
"61","NCSS","USA",NA,"M1740",25.28,-80.33,"2011","NCSS",NA,NA,NA,NA,NA,1.78,"unsure","forested","mangrove"
"62","RadamBrasil","Brazil",NA,"M1741",-3.03333,-44.6833,"1986","RadamBrasil",NA,NA,NA,NA,NA,0.8,"unsure","forested","mangrove"
"63","RadamBrasil","Brazil",NA,"M1742",-25.3167,-48.3167,"1984","RadamBrasil",NA,NA,NA,NA,NA,0.6,"unsure","forested","mangrove"
"64","Kauffmann et al 2011","Republic of Palau","Airai State","M0001",7.351899,134.53934,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"outer","marine",NA,0.89,"core depth represents deposit depth","forested","mangrove"
"65","Kauffmann et al 2011","Republic of Palau","Airai State","M0002",7.353079,134.539347,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"central","marine",NA,1.01,"core depth represents deposit depth","forested","mangrove"
"66","Kauffmann et al 2011","Republic of Palau","Airai State","M0003",7.354573,134.539262,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"back","marine",NA,1.6,"core depth represents deposit depth","forested","mangrove"
"67","Kauffmann et al 2011","Federated States of Micronesia","Yap","M0004",9.588443,138.127378,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"outer","marine",NA,1.48,"core depth represents deposit depth","forested","mangrove"
"68","Kauffmann et al 2011","Federated States of Micronesia","Yap","M0005",9.587553,138.127732,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"central","marine",NA,1.59,"core depth represents deposit depth","forested","mangrove"
"69","Kauffmann et al 2011","Federated States of Micronesia","Yap","M0006",9.586554,138.128089,"2009","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",25,"back","marine",NA,2.31,"core depth represents deposit depth","forested","mangrove"
"70","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0007",19.7010131,-71.7086917,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"outer","riverine",NA,1.2,"core depth represents deposit depth","forested","mangrove"
"71","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0008",19.7011072,-71.7193689,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"outer","estuarine",NA,2.11,"core depth represents deposit depth","forested","mangrove"
"72","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0009",19.723964,-71.724047,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"outer","estuarine",NA,1.79,"core depth represents deposit depth","forested","mangrove"
"73","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0010",19.708301,-71.722997,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"central","estuarine",NA,2.45,"core depth represents deposit depth","forested","mangrove"
"74","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0011",19.690274,-71.715383,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"central","estuarine",NA,2.39,"core depth represents deposit depth","forested","mangrove"
"75","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0012",19.69203,-71.711328,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"central","estuarine",NA,2.22,"core depth represents deposit depth","forested","mangrove"
"76","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0013",19.876278,-71.650746,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"central","riverine",NA,2.5,"core depth represents deposit depth","forested","mangrove"
"77","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0014",19.881405,-71.647282,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"central/back","riverine",NA,0.66,"core depth represents deposit depth","forested","mangrove"
"78","Kauffmann et al 2014","Dominican Republic","Montecristi Province","M0015",19.884008,-71.642497,"2012","J.B. Kauffmann, Boone.kauffman@Oregonstate.edu","estimated from GE",62.5,"back","marine",NA,2.27,"core depth represents deposit depth","forested","mangrove"
"79","Alongi et al 1999","Australia","Hinchinbrook","M0016",-18.418583,146.193519,"1997","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",150,"outer","estuarine/marine",NA,0.35,"core depth represents deposit depth","forested","mangrove"
"80","Alongi et al 1999","Australia","Hinchinbrook","M0017",-18.364415,146.14926,"1997","D. M. Alongi, d.alongi@aims.gov.au","estimated from GE",150,"outer","marine",NA,0.58,"core depth represents deposit depth","forested","mangrove"
"81","Chen and Twilley 1999","USA","Everglades","M0018",25.362304,-81.108188,"1997","R. R. Twilley, rtwilley@usl.edu","approximate",2500,"outer/central","estuarine/marine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"82","Chen and Twilley 1999","USA","Everglades","M0019",25.365286,-81.08602,"1997","R. R. Twilley, rtwilley@usl.edu","approximate",2500,"outer/central","riverine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
