study_id,site_id,core_id,impact_class
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_1,natural
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_2,natural
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_3,natural
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_4,natural
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_5,natural
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,farmed
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,natural
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_6,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,natural
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,farmed
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,farmed
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,farmed
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_4,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_5,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_6,natural
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_1,natural
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_2,natural
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_3,natural
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_4,natural
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_5,natural
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_6,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_1,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_2,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_3,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_1,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_2,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_3,farmed
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_1,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_2,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_3,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_4,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_5,natural
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_6,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_1,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_2,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_3,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_1,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_1,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_2,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_2,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_3,farmed
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_3,agro-industrial deforestation
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_1,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_2,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_3,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_4,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_5,natural
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_6,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_1,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_2,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_3,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_4,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_5,natural
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_6,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_1,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_2,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_3,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_4,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_5,natural
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_6,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_1,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_2,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_3,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_4,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_5,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_6,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_1,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_2,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_3,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_4,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_5,natural
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_6,natural
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_1,natural
