study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,depth_interval_notes
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,0,5,0.2939492470045647,0.12383141286455256,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,5,10,0.40173764136721063,0.17369088172383784,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,10,15,0.4898803927027467,0.1223473015189055,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,15,20,0.8752291553949353,0.07177240187607989,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,20,25,1.382654052833122,0.04999290161640286,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,25,30,1.5280528226166523,0.04173436948074884,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,35,40,1.6058999963230078,0.03170485027043696,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-1,gouge auger used,50,55,1.3933698581206369,0.03113664526303958,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,0,5,0.342380484627547,0.15209520511286673,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,5,10,0.33817820804420795,0.1500370096225025,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,10,15,0.6707883996154919,0.15495867768595065,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,15,20,0.9211390270679142,0.08075312691682034,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,20,25,1.112972953097341,0.06806722689075584,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-2,gouge auger used,25,30,1.228850729882914,0.04974540734824218,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,0,5,0.8361479831698824,0.08542671064873573,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,5,10,0.7355034589989126,0.08887672495750588,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,10,15,0.4732814001985576,0.14694511344910718,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,15,20,0.5430391914819853,0.11835138595701997,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,20,25,0.7009397341009492,0.10416968993373037,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,25,30,0.6277150646362667,0.15885154061624646,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,37,42,0.6795081235259203,0.12119601328903667,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,53,58,0.7044066122822039,0.15435783115202065,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-3,gouge auger used,80,85,1.4849794876374278,0.05597273259839083,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Anchor_River,AR-4,gouge auger used,0,5,0.4142394142026443,0.09269080009222969,NA,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
