study_id,site_id,core_id,year,month,day,latitude,longitude,elevation,position_notes,habitat,core_length_flag
Hamzeh_and_lahijani_2022,KM11,KM11_1,2020,12,16,26.906689,55.581132,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM11,KM11_2,2020,12,16,26.906689,55.581132,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM11,KM11_3,2020,12,16,26.906689,55.581132,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM12,KM12_1,2020,12,16,26.905029,55.580728,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM12,KM12_2,2020,12,16,26.905029,55.580728,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM12,KM12_3,2020,12,16,26.905029,55.580728,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM13,KM13_1,2020,12,16,26.907927,55.577003,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM13,KM13_2,2020,12,16,26.907927,55.577003,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM13,KM13_3,2020,12,16,26.907927,55.577003,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM21,KM21_1,2020,12,16,26.85322,55.56699,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM21,KM21_2,2020,12,16,26.85322,55.56699,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM21,KM21_3,2020,12,16,26.85322,55.56699,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM22,KM22_1,2020,12,16,26.852508,55.56721,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM22,KM22_2,2020,12,16,26.852508,55.56721,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM22,KM22_3,2020,12,16,26.852508,55.56721,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM31,KM31_1,2020,12,16,26.82007,55.55849,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM31,KM31_2,2020,12,16,26.82007,55.55849,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM31,KM31_3,2020,12,16,26.82007,55.55849,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM32,KM32_1,2020,12,16,26.821258,55.557305,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM32,KM32_2,2020,12,16,26.821258,55.557305,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM32,KM32_3,2020,12,16,26.821258,55.557305,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM33,KM33_1,2020,12,16,26.82086,55.5575,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM33,KM33_2,2020,12,16,26.82086,55.5575,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,KM33,KM33_3,2020,12,16,26.82086,55.5575,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM41,QM41_1,2020,12,17,26.895639,55.662864,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM41,QM41_2,2020,12,17,26.895639,55.662864,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM41,QM41_3,2020,12,17,26.895639,55.662864,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM42,QM42_1,2020,12,17,26.895819,55.660663,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM42,QM42_2,2020,12,17,26.895819,55.660663,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM42,QM42_3,2020,12,17,26.895819,55.660663,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM43,QM43_1,2020,12,17,26.894587,55.658127,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM43,QM43_2,2020,12,17,26.894587,55.658127,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM43,QM43_3,2020,12,17,26.894587,55.658127,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM51,QM51_1,2020,12,17,26.880458,55.687973,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM51,QM51_2,2020,12,17,26.880458,55.687973,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM51,QM51_3,2020,12,17,26.880458,55.687973,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM52,QM52_1,2020,12,17,26.880303,55.686342,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM52,QM52_2,2020,12,17,26.880303,55.686342,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM52,QM52_3,2020,12,17,26.880303,55.686342,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM61,QM61_1,2020,12,17,26.880709,55.713842,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM61,QM61_2,2020,12,17,26.880709,55.713842,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
Hamzeh_and_lahijani_2022,QM61,QM61_3,2020,12,17,26.880709,55.713842,-7.5,position data is provided only at the site level,mangrove,core depth represents deposit depth
