study_id,site_id,core_id,latitude,longitude,habitat,habitat_assignment_method,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,29.918666075555556,-93.34708549805555,marsh,habitat determined from vegetation_class,0,10,0.5060952334000001,0.13976656580000002,0.031162000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,29.9186604275,-93.34346374444443,marsh,habitat determined from vegetation_class,0,10,0.5572250098,0.10289138380000001,0.0231766
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,29.91903731416667,-93.34347062916666,marsh,habitat determined from vegetation_class,0,10,0.39574296480000004,0.13173474100000002,0.027728400000000004
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,29.919426718333334,-93.34528391583333,marsh,habitat determined from vegetation_class,0,10,0.38118371640000004,0.14129551620000003,0.042999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,29.919825778611113,-93.34348262111111,marsh,habitat determined from vegetation_class,0,10,0.6494208466000001,0.0832493276,0.0181212
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,29.921027103333333,-93.34538804527777,marsh,habitat determined from vegetation_class,0,10,0.4276692352,0.12732974260000002,0.036470800000000005
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,29.900838043055554,-93.37099172027777,marsh,habitat determined from vegetation_class,0,10,0.5343365378,0.1253595948,0.0319162
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,29.9007105225,-93.36906328027777,marsh,habitat determined from vegetation_class,0,10,0.6490113006,0.10228236880000001,0.021344000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,29.900013447777777,-93.36845573083333,marsh,habitat determined from vegetation_class,0,10,0.7669027516000001,0.0818328626,0.0146432
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,29.899892958055556,-93.3663540136111,marsh,habitat determined from vegetation_class,0,10,0.8695099602,0.0800954556,0.0168574
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,29.89725611388889,-93.36240746277777,marsh,habitat determined from vegetation_class,0,10,0.8180233708000001,0.0864490388,0.0192078
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,29.896845859166667,-93.36101874138889,marsh,habitat determined from vegetation_class,0,10,0.789101911,0.08743894560000001,0.0179642
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,29.963816488888888,-93.42210168055556,marsh,habitat determined from vegetation_class,0,10,0.5721555966,0.10940576680000001,0.025926400000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,29.963652413888887,-93.41308446111111,marsh,habitat determined from vegetation_class,0,10,0.545939603,0.1252151904,0.0395418
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,29.96300348611111,-93.41037663611111,marsh,habitat determined from vegetation_class,0,10,0.4476277328,0.2330813904,0.0779002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,29.962279475,-93.415834375,marsh,habitat determined from vegetation_class,0,10,0.33281813860000004,0.14971379280000002,0.06455480000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,29.95991099722222,-93.4113032,marsh,habitat determined from vegetation_class,0,10,0.5044456822000001,0.10947612960000001,0.0325008
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,29.959116119444445,-93.40863091111112,marsh,habitat determined from vegetation_class,0,10,0.31085674960000004,0.2348571274,0.05798520000000001
