study_id,site_id,core_id,latitude,longitude,habitat,habitat_assignment_method,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,29.91866608,-93.3470855,marsh,habitat determined from vegetation_class,0,20,0.700307011,0.099779615,0.021625
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,29.91866608,-93.3470855,marsh,habitat determined from vegetation_class,20,50,1.154746721,0.0456737,0.0075845
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,29.91866043,-93.34346374,marsh,habitat determined from vegetation_class,0,20,0.514667754,0.11723952,0.0312989
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,29.91866043,-93.34346374,marsh,habitat determined from vegetation_class,20,50,0.755792804,0.105743071,0.028782
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,29.91903731,-93.34347063,marsh,habitat determined from vegetation_class,0,20,0.489892434,0.118502528,0.0242627
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,29.91903731,-93.34347063,marsh,habitat determined from vegetation_class,20,50,0.75286554,0.081084524,0.018551
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,29.91942672,-93.34528392,marsh,habitat determined from vegetation_class,0,20,0.528055833,0.128162224,0.0375298
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,29.91942672,-93.34528392,marsh,habitat determined from vegetation_class,20,50,0.785979005,0.089077472,0.0138218
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,29.91982578,-93.34348262,marsh,habitat determined from vegetation_class,0,20,0.697192156,0.083981456,0.0156681
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,29.91982578,-93.34348262,marsh,habitat determined from vegetation_class,20,50,0.943328225,0.079842184,0.00964
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,29.9210271,-93.34538805,marsh,habitat determined from vegetation_class,0,20,0.539232775,0.120296358,0.0295558
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,29.9210271,-93.34538805,marsh,habitat determined from vegetation_class,20,50,0.828556628,0.08560718,0.0166994
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,29.90083804,-93.37099172,marsh,habitat determined from vegetation_class,0,20,0.736609613,0.096825796,0.0198367
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,29.90083804,-93.37099172,marsh,habitat determined from vegetation_class,20,50,0.806686337,0.072502998,0.0089975
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,29.90071052,-93.36906328,marsh,habitat determined from vegetation_class,0,20,0.82743977,0.089867882,0.0144218
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,29.90071052,-93.36906328,marsh,habitat determined from vegetation_class,20,50,1.128659086,0.075785502,0.006329
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,29.90001345,-93.36845573,marsh,habitat determined from vegetation_class,0,20,0.820155883,0.076620277,0.0107401
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,29.90001345,-93.36845573,marsh,habitat determined from vegetation_class,20,50,0.871962658,0.07742225,0.013085
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,29.89989296,-93.36635401,marsh,habitat determined from vegetation_class,0,20,0.932709185,0.071468955,0.0120903
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,29.89989296,-93.36635401,marsh,habitat determined from vegetation_class,20,50,1.100679234,0.056570931,0.004662
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,29.89725611,-93.36240746,marsh,habitat determined from vegetation_class,0,20,0.921466091,0.076133508,0.0133098
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,29.89725611,-93.36240746,marsh,habitat determined from vegetation_class,20,50,1.223252519,0.063860647,0.005945
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,29.89684586,-93.36101874,marsh,habitat determined from vegetation_class,0,20,0.844443032,0.075849421,0.0135266
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,29.89684586,-93.36101874,marsh,habitat determined from vegetation_class,20,50,0.975303544,0.057545306,0.006449
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,29.96381649,-93.42210168,marsh,habitat determined from vegetation_class,0,20,0.61375072,0.090430828,0.0199614
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,29.96381649,-93.42210168,marsh,habitat determined from vegetation_class,20,50,0.648374089,0.069313294,0.013641
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,29.96365241,-93.41308446,marsh,habitat determined from vegetation_class,0,20,0.661456666,0.09640466,0.0256783
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,29.96365241,-93.41308446,marsh,habitat determined from vegetation_class,20,50,0.782104896,0.067881162,0.012202
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,29.96300349,-93.41037664,marsh,habitat determined from vegetation_class,0,20,0.603705634,0.159028744,0.0447677
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,29.96300349,-93.41037664,marsh,habitat determined from vegetation_class,20,50,0.730086323,0.097943502,0.01141575
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,29.96227948,-93.41583438,marsh,habitat determined from vegetation_class,0,20,0.546062751,0.111401322,0.0397874
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,29.96227948,-93.41583438,marsh,habitat determined from vegetation_class,20,50,0.778322042,0.072382881,0.0129615
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,29.959911,-93.4113032,marsh,habitat determined from vegetation_class,0,20,0.636485415,0.097310458,0.0239157
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,29.959911,-93.4113032,marsh,habitat determined from vegetation_class,20,50,0.692099289,0.092001222,0.013312429
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,29.95911612,-93.40863091,marsh,habitat determined from vegetation_class,0,20,0.519594304,0.159757613,0.0367736
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,29.95911612,-93.40863091,marsh,habitat determined from vegetation_class,20,50,0.804167855,0.087121865,0.012834
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,29.94130806,-93.40317142,marsh,habitat determined from vegetation_class,0,20,0.789256951,0.074448207,0.0131491
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,29.94130806,-93.40317142,marsh,habitat determined from vegetation_class,20,50,0.905335759,0.065490494,0.0087875
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,29.93968147,-93.39785623,marsh,habitat determined from vegetation_class,0,20,0.704436573,NA,0.0171254
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,29.93968147,-93.39785623,marsh,habitat determined from vegetation_class,20,50,0.502952434,0.127728344,0.041953
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,29.93652277,-93.39516175,marsh,habitat determined from vegetation_class,0,20,1.131032228,0.057133201,0.007423222
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,29.9359044,-93.39792144,marsh,habitat determined from vegetation_class,0,20,0.808661002,0.074950522,0.011612889
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,29.93494986,-93.40231292,marsh,habitat determined from vegetation_class,0,20,0.822341286,0.072490252,0.0152517
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,29.93423762,-93.40065667,marsh,habitat determined from vegetation_class,0,20,0.940975081,0.069801878,0.010129222
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,29.93349272,-93.41669687,marsh,habitat determined from vegetation_class,0,20,0.532531631,0.091177042,0.0141247
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,29.93349272,-93.41669687,marsh,habitat determined from vegetation_class,20,50,0.583490263,0.097889427,0.0257256
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,29.93271216,-93.41756227,marsh,habitat determined from vegetation_class,0,20,0.49796952,0.088124865,0.0192895
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,29.93271216,-93.41756227,marsh,habitat determined from vegetation_class,20,50,0.509839722,0.092185031,0.01554
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,29.93269491,-93.41487256,marsh,habitat determined from vegetation_class,0,20,0.356067687,0.104214354,0.016333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,29.93269491,-93.41487256,marsh,habitat determined from vegetation_class,20,50,0.505274563,0.095540297,0.012794
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,29.93040061,-93.41667582,marsh,habitat determined from vegetation_class,0,20,0.423060817,0.101539265,0.0191694
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,29.93040061,-93.41667582,marsh,habitat determined from vegetation_class,20,50,0.264673418,0.111943732,0.021623
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,29.92494481,-93.42210024,marsh,habitat determined from vegetation_class,0,20,0.421594567,0.154186221,0.0411926
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,29.92494481,-93.42210024,marsh,habitat determined from vegetation_class,20,50,0.601108159,0.087770468,0.014183
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,29.9272385,-93.42027831,marsh,habitat determined from vegetation_class,0,20,0.51756031,0.120980029,0.0411865
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,29.9272385,-93.42027831,marsh,habitat determined from vegetation_class,20,50,0.693370464,0.069714412,0.0108446
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,29.94999399,-93.41257669,marsh,habitat determined from vegetation_class,0,20,0.785828017,0.074626411,0.013370333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,29.94905029,-93.40769163,marsh,habitat determined from vegetation_class,0,20,0.950768994,0.074632767,0.0115713
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,29.94669411,-93.40954784,marsh,habitat determined from vegetation_class,0,20,0.575897243,0.084646608,0.0121746
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,29.94669411,-93.40954784,marsh,habitat determined from vegetation_class,20,50,0.706135225,0.083876259,0.015049
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,29.94500814,-93.4302286,marsh,habitat determined from vegetation_class,0,20,0.759583973,0.069817435,0.0130204
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,29.9442064,-93.42475339,marsh,habitat determined from vegetation_class,0,20,0.69963696,0.078668016,0.0157053
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,29.93981417,-93.42377851,marsh,habitat determined from vegetation_class,0,20,0.581174539,0.083758037,0.014014857
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,29.93348341,-93.44007715,marsh,habitat determined from vegetation_class,0,20,0.224858098,0.370871981,0.1757756
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,29.93348341,-93.44007715,marsh,habitat determined from vegetation_class,20,50,0.383415536,0.301727588,0.1235944
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,29.92954917,-93.43281781,marsh,habitat determined from vegetation_class,0,20,0.182514456,0.335247779,0.1400841
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,29.92954917,-93.43281781,marsh,habitat determined from vegetation_class,20,50,0.313997339,0.379036054,0.1791264
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,29.92801862,-93.44179089,marsh,habitat determined from vegetation_class,0,20,0.299720699,0.394609533,0.1692242
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,29.92801862,-93.44179089,marsh,habitat determined from vegetation_class,20,50,1.001266453,0.065661174,0.0152215
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,29.94491767,-93.43713867,marsh,habitat determined from vegetation_class,0,20,0.145355186,0.388924529,0.1828974
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,29.94491767,-93.43713867,marsh,habitat determined from vegetation_class,20,50,0.361005132,0.400115705,0.198772
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,29.94713572,-93.43876714,marsh,habitat determined from vegetation_class,0,20,0.204886023,0.415541571,0.1730423
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,29.94713572,-93.43876714,marsh,habitat determined from vegetation_class,20,50,0.106074087,0.72001046,0.339539667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,29.94056832,-93.44128529,marsh,habitat determined from vegetation_class,0,20,0.353714613,0.26217281,0.1333783
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,29.94056832,-93.44128529,marsh,habitat determined from vegetation_class,20,50,0.29771023,0.34259622,0.182866667
Adame_et_al_2013,Quintana Roo,M0173,19.4867,-87.7004,mangrove,study is from a habitat specific synthesis,0,20,0.2875,NA,0.2895
Adame_et_al_2013,Quintana Roo,M0173,19.4867,-87.7004,mangrove,study is from a habitat specific synthesis,20,50,0.256666667,NA,0.324
Adame_et_al_2013,Quintana Roo,M0173,19.4867,-87.7004,mangrove,study is from a habitat specific synthesis,50,100,0.21,NA,0.335
Adame_et_al_2013,Quintana Roo,M0173,19.4867,-87.7004,mangrove,study is from a habitat specific synthesis,100,150,0.23,NA,0.351
Adame_et_al_2013,Quintana Roo,M0174,19.6957,-87.4659,mangrove,study is from a habitat specific synthesis,0,20,0.14,NA,0.3115
Adame_et_al_2013,Quintana Roo,M0174,19.6957,-87.4659,mangrove,study is from a habitat specific synthesis,20,50,0.183333333,NA,0.176333333
Adame_et_al_2013,Quintana Roo,M0174,19.6957,-87.4659,mangrove,study is from a habitat specific synthesis,50,100,0.67,NA,0.032
Adame_et_al_2013,Quintana Roo,M0175,19.6477,-87.454,mangrove,study is from a habitat specific synthesis,0,20,0.3425,NA,0.26675
Adame_et_al_2013,Quintana Roo,M0175,19.6477,-87.454,mangrove,study is from a habitat specific synthesis,20,50,0.43,NA,0.176333333
Adame_et_al_2013,Quintana Roo,M0175,19.6477,-87.454,mangrove,study is from a habitat specific synthesis,50,100,0.91,NA,0.015
Adame_et_al_2013,Quintana Roo,M0176,19.78,-87.4789,mangrove,study is from a habitat specific synthesis,0,20,0.18,NA,0.26175
Adame_et_al_2013,Quintana Roo,M0176,19.78,-87.4789,mangrove,study is from a habitat specific synthesis,20,50,0.26,NA,0.213
Adame_et_al_2013,Quintana Roo,M0176,19.78,-87.4789,mangrove,study is from a habitat specific synthesis,50,100,0.7,NA,0.081
Adame_et_al_2013,Quintana Roo,M0177,19.8612,-87.4612,mangrove,study is from a habitat specific synthesis,0,20,0.4375,NA,0.08475
Adame_et_al_2013,Quintana Roo,M0177,19.8612,-87.4612,mangrove,study is from a habitat specific synthesis,20,50,0.816666667,NA,0.039333333
Adame_et_al_2013,Quintana Roo,M0177,19.8612,-87.4612,mangrove,study is from a habitat specific synthesis,50,100,0.74,NA,0.038
Adame_et_al_2013,Quintana Roo,M0178,19.8408,-87.48,mangrove,study is from a habitat specific synthesis,0,20,0.3275,NA,0.231
Adame_et_al_2013,Quintana Roo,M0178,19.8408,-87.48,mangrove,study is from a habitat specific synthesis,20,50,0.85,NA,0.046
Adame_et_al_2013,Quintana Roo,M0178,19.8408,-87.48,mangrove,study is from a habitat specific synthesis,50,100,0.73,NA,0.048
Adame_et_al_2013,Quintana Roo,M0179,19.8218,-87.495,mangrove,study is from a habitat specific synthesis,0,20,0.195,NA,0.2615
Adame_et_al_2013,Quintana Roo,M0179,19.8218,-87.495,mangrove,study is from a habitat specific synthesis,20,50,0.52,NA,0.086333333
Adame_et_al_2013,Quintana Roo,M0179,19.8218,-87.495,mangrove,study is from a habitat specific synthesis,50,100,0.39,NA,0.094
Adame_et_al_2015,Chiapas,M0355,15.130013,-92.754068,mangrove,study is from a habitat specific synthesis,0,20,0.338231166,NA,0.161
Adame_et_al_2015,Chiapas,M0355,15.130013,-92.754068,mangrove,study is from a habitat specific synthesis,20,50,0.295303578,NA,0.188666667
Adame_et_al_2015,Chiapas,M0355,15.130013,-92.754068,mangrove,study is from a habitat specific synthesis,50,100,0.197142457,NA,0.268
Adame_et_al_2015,Chiapas,M0355,15.130013,-92.754068,mangrove,study is from a habitat specific synthesis,100,150,0.197142457,NA,0.268
Adame_et_al_2015,Chiapas,M0356,15.156381,-92.77937,mangrove,study is from a habitat specific synthesis,0,20,0.340915129,NA,0.16125
Adame_et_al_2015,Chiapas,M0356,15.156381,-92.77937,mangrove,study is from a habitat specific synthesis,20,50,0.443088948,NA,0.125666667
Adame_et_al_2015,Chiapas,M0356,15.156381,-92.77937,mangrove,study is from a habitat specific synthesis,50,100,0.341557508,NA,0.159
Adame_et_al_2015,Chiapas,M0356,15.156381,-92.77937,mangrove,study is from a habitat specific synthesis,100,150,0.341557508,NA,0.159
Adame_et_al_2015,Chiapas,M0357,15.178753,-92.804561,mangrove,study is from a habitat specific synthesis,0,20,0.252063853,NA,0.21575
Adame_et_al_2015,Chiapas,M0357,15.178753,-92.804561,mangrove,study is from a habitat specific synthesis,20,50,0.364270767,NA,0.151333333
Adame_et_al_2015,Chiapas,M0357,15.178753,-92.804561,mangrove,study is from a habitat specific synthesis,50,100,0.318969193,NA,0.171
Adame_et_al_2015,Chiapas,M0357,15.178753,-92.804561,mangrove,study is from a habitat specific synthesis,100,150,0.318969193,NA,0.171
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,0,20,0.262515078,NA,0.20725
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,20,50,0.303224528,NA,0.182333333
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,50,100,0.337643299,NA,0.161
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,100,150,0.337643299,NA,0.161
