Core_ID,Saltmarsh,Marsh_type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,0-1,0.5,Peat (Turfa herbacea),0.50,5.78,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,1-2,1.5,Peat (Turfa herbacea),0.32,5.87,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,2-3,2.5,Peat (Turfa herbacea),0.29,5.61,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,3-4,3.5,Peat (Turfa herbacea),0.23,6.99,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,4-5,4.5,Peat (Turfa herbacea),0.28,6.17,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,5-6,5.5,Peat (Turfa herbacea),0.33,5.51,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,6-7,6.5,Peat (Turfa herbacea),0.23,6.07,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,7-8,7.5,Peat (Turfa herbacea),0.24,5.80,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,8-9,8.5,Peat (Turfa herbacea),0.30,6.62,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,9-10,9.5,Peat (Turfa herbacea),0.31,5.66,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,10-11,10.5,Peat (Turfa herbacea),0.32,6.83,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,11-12,11.5,Peat (Turfa herbacea),0.33,5.52,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,12-13,12.5,Peat (Turfa herbacea),0.29,5.98,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,13-14,13.5,Peat (Turfa herbacea),0.34,5.08,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,14-15,14.5,Peat (Turfa herbacea),0.30,5.11,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,15-16,15.5,Peat (Turfa herbacea),0.33,5.03,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,16-17,16.5,Peat (Turfa herbacea),0.35,5.33,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,17-18,17.5,Peat (Turfa herbacea),0.44,5.33,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,18-19,18.5,Peat (Turfa herbacea),0.43,5.55,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,19-20,19.5,Peat (Turfa herbacea),0.51,6.10,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,20-21,20.5,Peat (Turfa herbacea),0.39,6.47,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,21-22,21.5,Organic Rich Clay with Rootlets,0.50,5.95,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,22-23,22.5,Organic Rich Clay with Rootlets,0.42,6.00,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,23-24,23.5,Organic Rich Clay with Rootlets,0.41,6.09,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,24-25,24.5,Organic Rich Clay with Rootlets,0.41,6.71,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,25-26,25.5,Organic Rich Clay with Rootlets,0.41,4.62,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,26-27,26.5,Organic Rich Clay with Rootlets,0.39,4.92,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,27-28,27.5,Organic Rich Clay with Rootlets,0.38,4.36,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,28-29,28.5,Organic Rich Clay with Rootlets,0.45,6.18,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,29-30,29.5,Organic Rich Clay with Rootlets,0.48,4.61,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,30-31,30.5,Organic Rich Clay with Rootlets,0.53,4.86,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,31-32,31.5,Organic Rich Clay with Rootlets,0.57,3.54,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,32-33,32.5,Organic Rich Clay with Rootlets,0.54,5.73,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,33-34,33.5,Organic Rich Clay with Rootlets,0.60,4.85,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,34-35,34.5,Organic Rich Clay with Rootlets,0.57,4.36,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,35-36,35.5,Organic Rich Clay with Rootlets,0.48,4.67,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,36-37,36.5,Organic Rich Clay with Rootlets,0.39,5.13,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,37-38,37.5,Organic Rich Clay with Rootlets,0.56,6.30,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,38-39,38.5,Organic Rich Clay with Rootlets,0.63,5.94,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,39-40,39.5,Basal Clay,0.84,1.78,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,40-41,40.5,Basal Clay,0.70,1.57,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,41-42,41.5,Basal Clay,0.78,1.40,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,42-43,42.5,Basal Clay,0.75,1.35,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,43-44,43.5,Basal Clay,0.76,1.15,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,44-45,44.5,Basal Clay,0.67,1.30,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,45-46,45.5,Basal Clay,0.71,1.20,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,46-47,46.5,Basal Clay,0.81,1.21,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,47-48,47.5,Basal Clay,0.88,1.23,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,48-49,48.5,Basal Clay,0.74,1.07,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,49-50,49.5,Basal Clay,0.62,1.01,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,50-51,50.5,Basal Clay,0.69,1.19,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,51-52,51.5,Basal Clay,0.76,1.13,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,52-53,52.5,Basal Clay,0.70,1.31,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,53-54,53.5,Basal Clay,0.81,1.01,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,54-55,54.5,Basal Clay,0.64,1.15,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,55-56,55.5,Basal Clay,0.60,1.05,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,56-57,56.5,Basal Clay,0.81,1.15,,,,,
NI-N-17,Northy Island,Natural,2019,51.71924295,0.71027082,587309,205756,2.699,57-58,57.5,Basal Clay,0.27,1.07,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,0-1,0.5,Basal Clay,0.27,5.89,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,1-2,1.5,Peat (Turfa herbacea),0.20,5.12,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,2-3,2.5,Peat (Turfa herbacea),0.52,4.86,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,3-4,3.5,Peat (Turfa herbacea),0.42,5.42,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,4-5,4.5,Peat (Turfa herbacea),0.52,4.15,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,5-6,5.5,Peat (Turfa herbacea),0.57,4.12,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,6-7,6.5,Peat (Turfa herbacea),0.49,5.41,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,7-8,7.5,Peat (Turfa herbacea),0.56,4.72,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,8-9,8.5,Peat (Turfa herbacea),0.61,5.40,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,9-10,9.5,Humified Peat (Substantia Humosa),0.61,4.75,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,10-11,10.5,Humified Peat (Substantia Humosa),0.44,3.97,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,11-12,11.5,Humified Peat (Substantia Humosa),0.52,4.25,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,12-13,12.5,Humified Peat (Substantia Humosa),0.55,4.91,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,13-14,13.5,Humified Peat (Substantia Humosa),0.41,6.01,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,14-15,14.5,Humified Peat (Substantia Humosa),0.41,5.39,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,15-16,15.5,Humified Peat (Substantia Humosa),0.47,5.36,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,16-17,16.5,Humified Peat (Substantia Humosa),0.50,4.29,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,17-18,17.5,Humified Peat (Substantia Humosa),0.64,3.57,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,18-19,18.5,Humified Peat (Substantia Humosa),0.49,4.56,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,19-20,19.5,Oragnic Rich Silt with Rootlets,0.99,3.69,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,20-21,20.5,Oragnic Rich Silt with Rootlets,0.59,4.34,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,21-22,21.5,Oragnic Rich Silt with Rootlets,0.52,4.33,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,22-23,22.5,Oragnic Rich Silt with Rootlets,0.46,4.54,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,23-24,23.5,Oragnic Rich Silt with Rootlets,0.42,4.56,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,24-25,24.5,Oragnic Rich Silt with Rootlets,0.78,4.83,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,25-26,25.5,Oragnic Rich Silt with Rootlets,0.39,6.05,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,26-27,26.5,Oragnic Rich Silt with Rootlets,0.40,4.43,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,27-28,27.5,Oragnic Rich Silt with Rootlets,0.43,6.41,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,28-29,28.5,Oragnic Rich Silt with Rootlets,0.31,4.93,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,29-30,29.5,Oragnic Rich Silt with Rootlets,0.50,4.18,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,30-31,30.5,Oragnic Rich Silt with Rootlets,0.45,4.32,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,31-32,31.5,Oragnic Rich Silt with Rootlets,0.55,5.49,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,32-33,32.5,Oragnic Rich Silt with Rootlets,0.55,4.26,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,33-34,33.5,Oragnic Rich Silt with Rootlets,0.57,3.57,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,34-35,34.5,Oragnic Rich Silt with Rootlets,0.51,3.11,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,35-36,35.5,Oragnic Rich Silt with Rootlets,0.49,2.59,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,36-37,36.5,Oragnic Rich Silt with Rootlets,0.54,2.76,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,37-38,37.5,Oragnic Rich Silt with Rootlets,0.58,2.80,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,38-39,38.5,Basal Clay,0.58,2.61,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,39-40,39.5,Basal Clay,0.67,2.00,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,40-41,40.5,Basal Clay,0.65,1.34,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,41-42,41.5,Basal Clay,0.64,2.14,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,42-43,42.5,Basal Clay,0.69,1.90,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,43-44,43.5,Basal Clay,0.53,2.11,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,44-45,44.5,Basal Clay,0.68,2.03,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,45-46,45.5,Basal Clay,0.55,1.99,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,46-47,46.5,Basal Clay,0.59,2.07,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,47-48,47.5,Basal Clay,0.65,2.16,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,48-49,48.5,Basal Clay,0.59,2.13,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,49-50,49.5,Basal Clay,0.65,2.02,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,50-51,50.5,Basal Clay,0.68,1.71,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,51-52,51.5,Basal Clay,0.85,1.63,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,52-53,52.5,Basal Clay,0.68,1.78,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,53-54,53.5,Basal Clay,0.58,1.71,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,54-55,54.5,Basal Clay,0.89,1.67,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,55-56,55.5,Basal Clay,0.70,1.93,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,56-57,56.5,Basal Clay,0.75,1.93,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,57-58,57.5,Basal Clay,0.79,1.84,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,58-59,58.5,Basal Clay,0.80,1.69,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,59-60,59.5,Basal Clay,0.86,1.44,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,60-61,60.5,Basal Clay,0.70,1.98,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,61-62,61.5,Basal Clay,0.73,1.70,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,62-63,62.5,Basal Clay,0.82,1.81,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,63-64,63.5,Basal Clay,0.60,1.67,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,64-65,64.5,Basal Clay,0.68,1.66,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,65-66,65.5,Basal Clay,0.65,1.63,,,,,
NI-HS-2,Northy Island,Historic-Breach,2019,51.71935082,0.71691292,587768,205785,2.923,66-67,66.5,Basal Clay,0.66,1.49,,,,,
