study_id,site_id,core_id,year,latitude,longitude,position_method,position_notes,habitat,core_length_flag
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_1_1,2017,-0.655583322048187,-47.351131439209,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_2_1,2017,-0.655466675758362,-47.3509826660156,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_3_1,2017,-0.655283331871033,-47.3509674072266,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_4_1,2017,-0.65514999628067,-47.3508682250977,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_5_1,2017,-0.655033349990845,-47.3507499694824,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_6_1,2017,-0.654866695404053,-47.3506660461426,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_1_1,2017,-0.851166665554047,-46.6370658874512,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_2_1,2017,-0.851050019264221,-46.6371994018555,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_3_1,2017,-0.850950002670288,-46.6373481750488,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_4_1,2017,-0.850849986076355,-46.6375007629395,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_5_1,2017,-0.85073333978653,-46.6375999450684,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,BOC,BOC_Boca grande_6_1,2017,-0.850600004196167,-46.6378173828125,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_1_1,2017,-0.749149978160858,-48.0137329101562,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_2_1,2017,-0.749333322048187,-48.0136184692383,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_3_1,2017,-0.749483346939087,-48.0135498046875,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_4_1,2017,-0.749566674232483,-48.0133323669434,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_5_1,2017,-0.749733328819275,-48.0132179260254,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,CAE,CAE_Caetano_6_1,2017,-0.749816656112671,-48.0130996704102,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_1_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_2_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_3_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_4_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_5_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,FURO,FURO_Furo Grande_6_1,2017,-0.841333329677582,-46.638599395752,other low resolution,position at site level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_1_1,2017,-0.918033361434937,-46.6793174743652,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_2_1,2017,-0.918099999427795,-46.6791839599609,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_3_1,2017,-0.918283343315125,-46.6790161132812,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_4_1,2017,-0.918333351612091,-46.6789512634277,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_5_1,2017,-0.91855001449585,-46.6788482666016,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_6_1,2017,-0.918699979782104,-46.678768157959,other low resolution,position at subplot level,mangrove,not specified
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_1_1,2017,-0.654933333396912,-47.3942337036133,other low resolution,position at subplot level,mangrove,not specified
