study_id,site_id,core_id,latitude,longitude,year,month,day,position_method,elevation,elevation_datum,elevation_method,vegetation_notes,salinity_class,core_length_flag,position_notes
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_high_sabkha_1,24.267838,54.226179,2013,1,27,RTK,-31.7447,WGS84,RTK,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_high_sabkha_2,24.268013,54.22627,2013,1,27,RTK,-31.7587,WGS84,RTK,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_high_sabkha_3,24.268171,54.226308,2013,1,27,RTK,-31.7117,WGS84,RTK,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_high_sabkha_4,24.268516,54.226443,2013,1,27,RTK,-31.8076,WGS84,RTK,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_high_sabkha_1,24.130454,53.029018,2013,1,26,handheld,NA,NA,NA,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_high_sabkha_2,24.130103,53.029047,2013,1,26,handheld,NA,NA,NA,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_high_sabkha_3,24.129726,53.029059,2013,1,26,handheld,NA,NA,NA,high sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_1,24.259597,54.236117,2013,1,27,RTK,-31.849,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_2,24.25977,54.236139,2013,1,27,RTK,-31.8763,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_3,24.259937999999998,54.23619,2013,1,27,RTK,-31.8784,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_4,24.260108,54.236263,2013,1,27,RTK,-31.895,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_5,24.260288,54.236323,2013,1,27,RTK,-31.8918,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,24.123371,54.049667,2013,1,23,RTK,-31.6824,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_2,24.123548,54.049641,2013,1,23,RTK,-31.6983,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_3,24.123734,54.04958,2013,1,23,RTK,-31.7133,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_4,24.123909,54.049516,2013,1,23,RTK,-31.7308,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_5,24.1239403876762,54.0494818349934,2013,1,23,RTK,-31.7484,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_6,24.1241465139295,54.0494082761266,2013,1,23,RTK,-31.7586,WGS84,RTK,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_1,24.132536,53.028825,2013,1,26,handheld,NA,NA,NA,low sabkha,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_2,24.132749,53.029184,2013,1,26,handheld,NA,NA,NA,low sabkha,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_3,24.132956,53.029489,2013,1,26,handheld,NA,NA,NA,low sabkha,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_1,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_2,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_3,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_4,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_5,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_6,25.4354,55.47844,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_1,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_2,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_3,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_4,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_5,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_6,25.19062,55.32697,NA,NA,NA,NA,NA,NA,NA,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_1,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_2,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_3,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_4,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_5,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_6,25.8981,56.03976,2014,11,18,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_1,24.65542,54.672732,2013,1,26,RTK,-32.9031,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_2,24.655574,54.672672,2013,1,26,RTK,-32.9535,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_3,24.655773,54.672681,2013,1,26,RTK,-33.0018,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,24.655967,54.672651,2013,1,26,RTK,-33.0285,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,24.656125,54.672637,2013,1,26,RTK,-33.0439,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,24.656292,54.672616,2013,1,26,RTK,-33.1094,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_1,24.628174,53.053825,2013,1,20,RTK,-31.6229,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_2,24.628021,53.053821,2013,1,20,RTK,-31.4055,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_3,24.627844,53.053816,2013,1,20,RTK,-31.3419,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_4,24.627711,53.053844,2013,1,20,RTK,-31.5244,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_5,24.627495,53.053875,2013,1,20,RTK,-31.5192,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_6,24.627358,53.053896,2013,1,20,RTK,-31.7413,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_1,24.631528,53.051491,2013,1,20,RTK,-31.5031,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_2,NA,NA,2013,1,20,NA,NA,NA,NA,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_3,24.631548502251,53.0518286486615,2013,1,20,RTK,-31.5587,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_4,24.6316520498026,53.0519930995336,2013,1,20,RTK,-31.603,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_5,24.631773,53.0521274124327,2013,1,20,RTK,-31.8175,WGS84,RTK,mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_6,24.6318758589332,53.0522721497143,2013,1,20,RTK,-31.6125,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_1,24.452339,54.440814,2013,1,16,RTK,-32.5329,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_2,24.452528,54.440902,2013,1,16,RTK,-32.5532,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_3,24.452703,54.440995,2013,1,16,RTK,-32.6356,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_4,24.452852,54.441087,2013,1,16,RTK,-32.6391,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_5,24.453038,54.441135,2013,1,16,RTK,-32.6997,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_6,24.453169,54.441281,2013,1,16,RTK,-32.6464,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,24.51896,54.469702,2013,1,15,RTK,-32.9389,WGS84,RTK,mangrove,saline,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,24.519107,54.46966,2013,1,15,RTK,-32.903,WGS84,RTK,mangrove,saline,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,24.519283,54.46959,2013,1,15,RTK,-32.9231,WGS84,RTK,mangrove,saline,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,24.519429,54.469557,2013,1,15,RTK,-32.937,WGS84,RTK,mangrove,brine,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,24.519583,54.469501,2013,1,15,RTK,-32.9412,WGS84,RTK,mangrove,saline,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,24.519783,54.469409,2013,1,15,RTK,-32.933,WGS84,RTK,mangrove,NA,core depth limited by length of corer,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_1,24.502869,54.533178,2013,1,17,RTK,-32.9285,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_2,24.503097,54.533064,2013,1,17,RTK,-32.9018,WGS84,RTK,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_3,24.503279,54.53302,2013,1,17,RTK,-32.9471,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_4,24.503569,54.532889,2013,1,17,RTK,-32.7266,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_5,24.503762,54.532859,2013,1,17,RTK,-32.7103,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_6,24.503978,54.532711,2013,1,17,RTK,-32.7313,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_3,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_4,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_5,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_6,25.007509,56.365198,2014,11,15,other low resolution,NA,NA,NA,mangrove,NA,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_1,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_2,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_3,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_4,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_5,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba North,Kalba_North_mangrove_6,25.01736,56.35649,2014,11,13,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_1,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_2,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_3,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_4,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_5,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba South,Kalba_South_mangrove_6,24.999839,56.365198,2014,11,14,other low resolution,NA,NA,NA,mangrove,saline,core depth represents deposit depth,location coarsely estimated from Google Maps
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_1,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_2,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_3,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_4,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_5,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Kalba West,Kalba_West_mangrove_6,25.00956,56.35998,NA,NA,NA,NA,NA,NA,NA,mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_1,24.281622,53.313321,2013,1,21,RTK,-31.9333,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_mangrove_2,24.281467,53.31343,2013,1,21,RTK,-31.9075,WGS84,RTK,mangrove,brine,core depth represents deposit depth,NA
