study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,depth_interval_notes
White_and_Spera_2024,Davis_Pond,Davis_Pond_1,single set of methods,0,10,0.07,0.5204,0.27703,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_1,single set of methods,10,20,0.35499053452900564,0.13821138211381753,0.05346,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_3,single set of methods,0,10,0.06,0.5805,0.31118,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_3,single set of methods,10,20,0.07774385211819004,0.4982456140350856,0.27199,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_4,single set of methods,0,10,0.13,0.30820000000000003,0.14503,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_4,single set of methods,10,20,0.1296777669943439,0.4190751445086692,0.22122999999999998,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_5,single set of methods,0,10,0.18,0.34840000000000004,0.17321,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_5,single set of methods,10,20,0.09215436811873368,0.5367647058823458,0.27934000000000003,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_6,single set of methods,0,10,0.19,0.3483,0.14803,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_6,single set of methods,10,20,0.19725098614266703,0.32165605095541105,0.14525,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_7,single set of methods,0,10,0.61,0.0928,0.05081,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_7,single set of methods,10,20,0.8479244903431674,0.0730158730158717,0.01884,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_8,single set of methods,0,10,0.27,0.3064,0.13583,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_8,single set of methods,10,20,0.797045765863388,0.07187500000001004,0.021929999999999998,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_9,single set of methods,10,20,0.16645689245240378,0.5468750000000018,0.28957,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_10,single set of methods,10,20,0.055183516068726055,0.8754863813229578,0.44125,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_11,single set of methods,0,10,0.28,0.1401,0.05404,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_11,single set of methods,10,20,0.5489673277619578,0.10714285714286112,0.033010000000000005,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_13,single set of methods,0,10,0.08,0.5415,0.28164999999999996,NA
