study_id,site_id,core_id,latitude,longitude,habitat,habitat_assignment_method,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,29.918666075555556,-93.34708549805555,marsh,habitat determined from vegetation_class,0,100,0.7760469623333333,0.09076196233333333,0.019284916666666665
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,29.9186604275,-93.34346374444443,marsh,habitat determined from vegetation_class,0,100,0.5703119960769231,0.11458649300000001,0.030718076923076924
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,29.91903731416667,-93.34347062916666,marsh,habitat determined from vegetation_class,0,100,0.5650276067857143,0.10781166942857143,0.022630785714285714
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,29.919426718333334,-93.34528391583333,marsh,habitat determined from vegetation_class,0,100,0.6140302236,0.11513397333333333,0.029627133333333333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,29.919825778611113,-93.34348262111111,marsh,habitat determined from vegetation_class,0,100,0.7539927875384616,0.08302623961538462,0.014277000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,29.921027103333333,-93.34538804527777,marsh,habitat determined from vegetation_class,0,100,0.6356740592,0.10873329853333333,0.025270333333333332
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,29.900838043055554,-93.37099172027777,marsh,habitat determined from vegetation_class,0,100,0.7482890668333333,0.09277199608333334,0.018030166666666667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,29.9007105225,-93.36906328027777,marsh,habitat determined from vegetation_class,0,100,0.8548233443636364,0.08858766536363637,0.01368609090909091
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,29.900013447777777,-93.36845573083333,marsh,habitat determined from vegetation_class,0,100,0.8287903454166666,0.07675393883333333,0.011130916666666666
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,29.899892958055556,-93.3663540136111,marsh,habitat determined from vegetation_class,0,100,0.9479791897272728,0.07011458936363636,0.011415
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,29.89725611388889,-93.36240746277777,marsh,habitat determined from vegetation_class,0,100,0.9489012208181818,0.07501779309090909,0.012640272727272727
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,29.896845859166667,-93.36101874138889,marsh,habitat determined from vegetation_class,0,100,0.8662531173333333,0.07279873475,0.012347
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,29.963816488888888,-93.42210168055556,marsh,habitat determined from vegetation_class,0,100,0.6168982987272728,0.08851105209090909,0.019386818181818182
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,29.963652413888887,-93.41308446111111,marsh,habitat determined from vegetation_class,0,100,0.6724246872727273,0.093811615,0.02445318181818182
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,29.96300348611111,-93.41037663611111,marsh,habitat determined from vegetation_class,0,100,0.6398144022857143,0.14157581742857142,0.03523857142857143
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,29.962279475,-93.415834375,marsh,habitat determined from vegetation_class,0,100,0.5847726329999999,0.10489824808333333,0.03531641666666667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,29.95991099722222,-93.4113032,marsh,habitat determined from vegetation_class,0,100,0.6593852451176471,0.09512430164705882,0.01954964705882353
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,29.959116119444445,-93.40863091111112,marsh,habitat determined from vegetation_class,0,100,0.5852651235384615,0.1429955173076923,0.031249076923076925
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,29.941308061111112,-93.40317142222223,marsh,habitat determined from vegetation_class,0,100,0.8086034190833333,0.072955255,0.012422166666666666
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,29.939681469444444,-93.39785623333334,marsh,habitat determined from vegetation_class,0,100,0.6372751932,NA,0.025401266666666665
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,29.936522772222222,-93.39516175277778,marsh,habitat determined from vegetation_class,0,100,1.1310322277777778,0.057133200999999995,0.007423222222222222
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,29.935904397222224,-93.3979214388889,marsh,habitat determined from vegetation_class,0,100,0.808661002,0.07495052188888889,0.011612888888888888
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,29.934949858333333,-93.40231292222222,marsh,habitat determined from vegetation_class,0,100,0.8223412861,0.072490252,0.015251700000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,29.934237622222224,-93.40065666944444,marsh,habitat determined from vegetation_class,0,100,0.9409750807777777,0.06980187822222221,0.010129222222222222
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,29.933492716666667,-93.41669687222223,marsh,habitat determined from vegetation_class,0,100,0.5495178413333334,0.09341450406666667,0.017991666666666666
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,29.93271216388889,-93.41756226944445,marsh,habitat determined from vegetation_class,0,100,0.49994788674999996,0.08880155966666667,0.01866458333333333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,29.932694911111113,-93.41487256388889,marsh,habitat determined from vegetation_class,0,100,0.39869822292857143,0.10173605178571428,0.015321857142857142
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,29.93040060555556,-93.41667581944445,marsh,habitat determined from vegetation_class,0,100,0.39666291691666666,0.10327334275,0.019578333333333333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,29.92494480555556,-93.42210024444445,marsh,habitat determined from vegetation_class,0,100,0.4515134986666666,0.14311692908333332,0.036690999999999994
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,29.927238497222223,-93.42027830555556,marsh,habitat determined from vegetation_class,0,100,0.5761636948,0.10389149,0.031072533333333333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,29.94999398611111,-93.41257669444445,marsh,habitat determined from vegetation_class,0,100,0.7858280166666667,0.074626411,0.013370333333333331
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,29.949050294444444,-93.40769162777778,marsh,habitat determined from vegetation_class,0,100,0.9507689938,0.07463276740000001,0.011571300000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,29.946694108333332,-93.40954784444445,marsh,habitat determined from vegetation_class,0,100,0.5877370591818182,0.08457657663636364,0.012435909090909091
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,29.945008141666666,-93.43022860277779,marsh,habitat determined from vegetation_class,0,100,0.759583973,0.06981743480000001,0.013020400000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,29.9442064,-93.42475338611112,marsh,habitat determined from vegetation_class,0,100,0.6996369595,0.07866801570000001,0.015705300000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,29.939814166666668,-93.42377851111111,marsh,habitat determined from vegetation_class,0,100,0.5811745392857143,0.08375803657142857,0.014014857142857141
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,29.933483405555556,-93.44007714722223,marsh,habitat determined from vegetation_class,0,100,0.27771057746666666,0.3478238502,0.15838186666666668
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,29.929549172222224,-93.43281780555556,marsh,habitat determined from vegetation_class,0,100,0.22634208373333334,0.3498438702666667,0.1530982
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,29.92801861666667,-93.44179089444445,marsh,habitat determined from vegetation_class,0,100,0.4166449915833333,0.3397848065833333,0.14355708333333334
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,29.94491767222222,-93.43713866666667,marsh,habitat determined from vegetation_class,0,100,0.18129684375,0.3907897246666666,0.18554316666666665
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,29.947135719444443,-93.43876714166667,marsh,habitat determined from vegetation_class,0,100,0.18208326815384618,0.4858036219230769,0.21146476923076923
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,29.940568316666667,-93.44128529444446,marsh,habitat determined from vegetation_class,0,100,0.3407905247692308,0.28073205853846156,0.14479869230769232
Adame_et_al_2013,Quintana Roo,M0173,19.4867,-87.7004,mangrove,study is from a habitat specific synthesis,0,100,0.2395,NA,0.3226
Adame_et_al_2013,Quintana Roo,M0174,19.6957,-87.4659,mangrove,study is from a habitat specific synthesis,0,100,0.41800000000000004,NA,0.1312
Adame_et_al_2013,Quintana Roo,M0175,19.6477,-87.454,mangrove,study is from a habitat specific synthesis,0,100,0.6525,NA,0.11375
Adame_et_al_2013,Quintana Roo,M0176,19.78,-87.4789,mangrove,study is from a habitat specific synthesis,0,100,0.46399999999999997,NA,0.15675
Adame_et_al_2013,Quintana Roo,M0177,19.8612,-87.4612,mangrove,study is from a habitat specific synthesis,0,100,0.7025,NA,0.04775
Adame_et_al_2013,Quintana Roo,M0178,19.8408,-87.48,mangrove,study is from a habitat specific synthesis,0,100,0.6776470588235294,NA,0.09035294117647058
Adame_et_al_2013,Quintana Roo,M0179,19.8218,-87.495,mangrove,study is from a habitat specific synthesis,0,100,0.39,NA,0.1252
Adame_et_al_2015,Chiapas,M0355,15.130013,-92.754068,mangrove,study is from a habitat specific synthesis,0,100,0.25480853505,NA,0.2228
Adame_et_al_2015,Chiapas,M0356,15.156381,-92.77937,mangrove,study is from a habitat specific synthesis,0,100,0.3718884642,NA,0.14945
Adame_et_al_2015,Chiapas,M0357,15.178753,-92.804561,mangrove,study is from a habitat specific synthesis,0,100,0.3191785973,NA,0.17405
Adame_et_al_2015,Chiapas,M0358,15.180488,-92.837974,mangrove,study is from a habitat specific synthesis,0,100,0.3122920234,NA,0.17665
Adame_et_al_2015,Chiapas,M0359,15.176293,-92.848353,mangrove,study is from a habitat specific synthesis,0,100,0.33015317099999997,NA,0.17645
Adame_et_al_2015,Chiapas,M0360,15.203104,-92.88521,mangrove,study is from a habitat specific synthesis,0,100,0.5473475154762417,NA,0.08660231595254733
Adame_et_al_2015,Chiapas,M0361,15.164754,-92.827909,mangrove,study is from a habitat specific synthesis,0,100,1.0426573798,NA,0.01825
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_1,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001008065,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_2,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001653226,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_3,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001612903,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_4,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.00141129,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_5,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.00171371,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_6,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001451613,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_7,29.53,34.98,seagrass,study is from a habitat specific synthesis,0,100,NA,0.00125,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_8,29.46,34.97,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001854839,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,Al-Rousan_et_al_2005_9,29.46,34.97,seagrass,study is from a habitat specific synthesis,0,100,NA,0.001512097,NA
Allen_et_al_2007,South East Queensland,M0236,-27.517813,152.990952,mangrove,study is from a habitat specific synthesis,0,100,0.68,NA,0.023054
Alongi_1996,Hinchinbrook,M0022,-18.247934,146.233685,mangrove,study is from a habitat specific synthesis,0,100,0.61,NA,0.062333333
Alongi_1996,Hinchinbrook,M0023,-18.248799000000002,146.233672,mangrove,study is from a habitat specific synthesis,0,100,0.56,NA,0.125333333
Alongi_1996,Hinchinbrook,M0024,-18.24988,146.233706,mangrove,study is from a habitat specific synthesis,0,100,0.6,NA,0.126333333
Alongi_1996,Hinchinbrook,M0025,-18.247089,146.233773,mangrove,study is from a habitat specific synthesis,0,100,0.68,NA,0.045
