study_id,site_id,core_id,species_code,code_type,habitat
Peck_et_al_2020,Alsea,ABOR1702_01PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_01PU,Sarcocornia perennis,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_01PU,Distichlis spicata,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_01PU,Deschampsia cespitosa,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_02PU,Distichlis spicata,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_02PU,Sarcocornia perennis,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_05PU,Carex lyngbyei,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_05PU,Distichlis spicata,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_06PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_06PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_07PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_07PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_08PU,Carex lyngbyei,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1702_08PU,Distichlis spicata,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_01PU,Distichlis spicata,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_01PU,Sarcocornia perennis,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_02PU,Deschampsia cespitosa,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_02PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_02PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_02PU,Sarcocornia perennis,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_03PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_03PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_04PU,Deschampsia cespitosa,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_04PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_04PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Alsea,ABOR1309_04PU,Sarcocornia perennis,Genus species,marsh
Peck_et_al_2020,Coquille,CMOR1706_01PU,Agrostis stolonifera,Genus species,marsh
Peck_et_al_2020,Coquille,CMOR1706_02PU,Juncus balticus,Genus species,marsh
Peck_et_al_2020,Coquille,CMOR1706_02PU,Potentilla anserina,Genus species,marsh
Peck_et_al_2020,Coquille,CMOR1706_03PU,Deschampsia cespitosa,Genus species,marsh
