study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_method,position_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,habitat,inundation_class,inundation_method,inundation_notes,core_length_flag
Vincent_and_Dionne_2023,Webhannet,Webhannet1,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet2,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet3,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet4,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet5,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet6,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet7,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet8,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet9,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet10,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
Vincent_and_Dionne_2023,Webhannet,Webhannet11,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,marsh,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified
