study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter
Vincent_and_Dionne_2023,Webhannet,Webhannet1,single set of methods,0,5,Webhannet1-5,0.3108091979630809,0.018874045194143863
Vincent_and_Dionne_2023,Webhannet,Webhannet1,single set of methods,5,10,Webhannet1-10,0.42777291534054745,0.03182864920385604
Vincent_and_Dionne_2023,Webhannet,Webhannet1,single set of methods,10,15,Webhannet1-15,0.4313534373010822,0.03580647639682629
Vincent_and_Dionne_2023,Webhannet,Webhannet1,single set of methods,15,20,Webhannet1-20,0.48526018459579895,0.04366904454067376
Vincent_and_Dionne_2023,Webhannet,Webhannet2,single set of methods,0,5,Webhannet2-5,0.46536839592616175,0.03460691646632321
Vincent_and_Dionne_2023,Webhannet,Webhannet2,single set of methods,5,10,Webhannet2-10,0.5883991088478677,0.05203165673923856
Vincent_and_Dionne_2023,Webhannet,Webhannet2,single set of methods,10,15,Webhannet2-15,0.5926758434118395,0.05172806736928607
Vincent_and_Dionne_2023,Webhannet,Webhannet2,single set of methods,15,20,Webhannet2-20,0.5668165181413113,0.04175681188482157
Vincent_and_Dionne_2023,Webhannet,Webhannet3,single set of methods,0,5,Webhannet3-5,1.3789982495225972,0.13380147662963482
Vincent_and_Dionne_2023,Webhannet,Webhannet3,single set of methods,5,10,Webhannet3-10,1.300823520050923,0.107180429049073
Vincent_and_Dionne_2023,Webhannet,Webhannet3,single set of methods,10,15,Webhannet3-15,1.3698480267345643,0.11303621845254326
Vincent_and_Dionne_2023,Webhannet,Webhannet3,single set of methods,15,20,Webhannet3-20,1.550067632081477,0.13987447014801982
Vincent_and_Dionne_2023,Webhannet,Webhannet4,single set of methods,0,5,Webhannet4-5,1.0583426161680458,0.09968186225137757
Vincent_and_Dionne_2023,Webhannet,Webhannet4,single set of methods,5,10,Webhannet4-10,1.1103596435391472,0.09618123132946774
Vincent_and_Dionne_2023,Webhannet,Webhannet4,single set of methods,10,15,Webhannet4-15,1.2046467218332273,0.0937257565197327
Vincent_and_Dionne_2023,Webhannet,Webhannet4,single set of methods,15,20,Webhannet4-20,1.2838160407383832,0.1090978555501074
Vincent_and_Dionne_2023,Webhannet,Webhannet5,single set of methods,0,5,Webhannet5-5,0.42667886696371743,0.023599569837334904
Vincent_and_Dionne_2023,Webhannet,Webhannet5,single set of methods,5,10,Webhannet5-10,0.6539425525143221,0.05683361362189689
Vincent_and_Dionne_2023,Webhannet,Webhannet5,single set of methods,10,15,Webhannet5-15,0.6807964672183323,0.05818901539239041
Vincent_and_Dionne_2023,Webhannet,Webhannet5,single set of methods,15,20,Webhannet5-20,0.9678349777211969,0.09933390650252638
Vincent_and_Dionne_2023,Webhannet,Webhannet6,single set of methods,0,5,Webhannet6-5,0.5862110120942076,0.045273144464513054
Vincent_and_Dionne_2023,Webhannet,Webhannet6,single set of methods,5,10,Webhannet6-10,0.8191438574156588,0.07718622268419793
Vincent_and_Dionne_2023,Webhannet,Webhannet6,single set of methods,10,15,Webhannet6-15,0.8361513367281986,0.08316311046922244
Vincent_and_Dionne_2023,Webhannet,Webhannet6,single set of methods,15,20,Webhannet6-20,0.7579766072565245,0.09058736774635981
Vincent_and_Dionne_2023,Webhannet,Webhannet7,single set of methods,0,5,Webhannet7-5,0.7168006047103757,0.07061300887004698
Vincent_and_Dionne_2023,Webhannet,Webhannet7,single set of methods,5,10,Webhannet7-10,0.5449355506047104,0.03593624134945894
Vincent_and_Dionne_2023,Webhannet,Webhannet7,single set of methods,10,15,Webhannet7-15,0.5797461807765756,0.042614458828497986
Vincent_and_Dionne_2023,Webhannet,Webhannet7,single set of methods,15,20,Webhannet7-20,0.8652928071292171,0.08128543865123727
Vincent_and_Dionne_2023,Webhannet,Webhannet8,single set of methods,0,5,Webhannet8-5,0.8213319541693189,0.07391247587966461
Vincent_and_Dionne_2023,Webhannet,Webhannet8,single set of methods,5,10,Webhannet8-10,0.7884110439210694,0.06489589168045831
Vincent_and_Dionne_2023,Webhannet,Webhannet8,single set of methods,10,15,Webhannet8-15,0.7801559516231701,0.07280610379535328
Vincent_and_Dionne_2023,Webhannet,Webhannet8,single set of methods,15,20,Webhannet8-20,1.0900700190961172,0.08017059593411838
Vincent_and_Dionne_2023,Webhannet,Webhannet9,single set of methods,0,5,Webhannet9-5,0.8974180458306811,0.07442068188571668
Vincent_and_Dionne_2023,Webhannet,Webhannet9,single set of methods,5,10,Webhannet9-10,0.9526177593889245,0.07368782272781083
Vincent_and_Dionne_2023,Webhannet,Webhannet9,single set of methods,10,15,Webhannet9-15,1.3088796944621262,0.10521436786382084
Vincent_and_Dionne_2023,Webhannet,Webhannet9,single set of methods,15,20,Webhannet9-20,0.9420751113940166,0.08516557808402289
Vincent_and_Dionne_2023,Webhannet,Webhannet10,single set of methods,0,5,Webhannet10-5,0.887671069382559,0.06837317680132582
Vincent_and_Dionne_2023,Webhannet,Webhannet10,single set of methods,5,10,Webhannet10-10,0.649069064290261,0.027702851826066206
Vincent_and_Dionne_2023,Webhannet,Webhannet10,single set of methods,10,15,Webhannet10-15,0.8599220241884151,0.04931206530688061
Vincent_and_Dionne_2023,Webhannet,Webhannet10,single set of methods,15,20,Webhannet10-20,0.5397636855506047,0.024022321139874087
Vincent_and_Dionne_2023,Webhannet,Webhannet11,single set of methods,0,5,Webhannet11-5,0.3525819541693189,0.03624550421954568
Vincent_and_Dionne_2023,Webhannet,Webhannet11,single set of methods,5,10,Webhannet11-10,0.36282622533418213,0.03353142773392745
Vincent_and_Dionne_2023,Webhannet,Webhannet11,single set of methods,10,15,Webhannet11-15,0.41931890515595166,0.04627607305517983
Vincent_and_Dionne_2023,Webhannet,Webhannet11,single set of methods,15,20,Webhannet11-20,0.3787396562698918,0.02917255543523234
Vincent_and_Dionne_2023,Webhannet,Webhannet12,single set of methods,0,5,Webhannet12-5,0.33925445576066204,0.026172873657204814
Vincent_and_Dionne_2023,Webhannet,Webhannet12,single set of methods,5,10,Webhannet12-10,0.31230108211330365,0.022495980802932056
Vincent_and_Dionne_2023,Webhannet,Webhannet12,single set of methods,10,15,Webhannet12-15,0.44299013367281986,0.04278173240108808
Vincent_and_Dionne_2023,Webhannet,Webhannet12,single set of methods,15,20,Webhannet12-20,0.4301599299809039,0.030809822250084544
Vincent_and_Dionne_2023,Webhannet,Webhannet13,single set of methods,0,5,Webhannet13-5,1.1567075111394018,0.10290464340686671
Vincent_and_Dionne_2023,Webhannet,Webhannet13,single set of methods,5,10,Webhannet13-10,1.1904240929344367,0.10350767992682311
Vincent_and_Dionne_2023,Webhannet,Webhannet13,single set of methods,10,15,Webhannet13-15,1.2123050604710377,0.09620901452100575
Vincent_and_Dionne_2023,Webhannet,Webhannet13,single set of methods,15,20,Webhannet13-20,1.3110677912157862,0.12672426003297066
Vincent_and_Dionne_2023,Webhannet,Webhannet14,single set of methods,0,5,Webhannet14-5,0.9467496817313814,0.10652004338336948
Vincent_and_Dionne_2023,Webhannet,Webhannet14,single set of methods,5,10,Webhannet14-10,1.1139401654996817,0.11704231281826863
Vincent_and_Dionne_2023,Webhannet,Webhannet14,single set of methods,10,15,Webhannet14-15,1.0015515595162319,0.09058355304642746
Vincent_and_Dionne_2023,Webhannet,Webhannet14,single set of methods,15,20,Webhannet14-20,1.1271682049649905,0.10560762437771024
Vincent_and_Dionne_2023,Webhannet,Webhannet15,single set of methods,0,5,Webhannet15-5,0.5217616168045831,0.049787432776843984
Vincent_and_Dionne_2023,Webhannet,Webhannet15,single set of methods,5,10,Webhannet15-10,0.6434993634627626,0.05550316887332907
Vincent_and_Dionne_2023,Webhannet,Webhannet15,single set of methods,10,15,Webhannet15-15,0.5681094844048377,0.06187446339433481
Vincent_and_Dionne_2023,Webhannet,Webhannet15,single set of methods,15,20,Webhannet15-20,0.6743316359007002,0.08417274582073522
Vincent_and_Dionne_2023,Webhannet,Webhannet16,single set of methods,0,5,Webhannet16-5,0.64747772119669,0.07156281328050407
Vincent_and_Dionne_2023,Webhannet,Webhannet16,single set of methods,5,10,Webhannet16-10,0.6397199236155315,0.07526086133115847
Vincent_and_Dionne_2023,Webhannet,Webhannet16,single set of methods,10,15,Webhannet16-15,0.7503182686187143,0.09596467411839596
Vincent_and_Dionne_2023,Webhannet,Webhannet16,single set of methods,15,20,Webhannet16-20,0.5765634945894335,0.052098851628341804
Vincent_and_Dionne_2023,Webhannet,Webhannet17,single set of methods,0,5,Webhannet17-5,0.4876471992361554,0.0444252104041017
Vincent_and_Dionne_2023,Webhannet,Webhannet17,single set of methods,5,10,Webhannet17-10,0.5052514322087842,0.047941570842616174
Vincent_and_Dionne_2023,Webhannet,Webhannet17,single set of methods,10,15,Webhannet17-15,0.6423058561425844,0.07790889491869232
Vincent_and_Dionne_2023,Webhannet,Webhannet17,single set of methods,15,20,Webhannet17-20,0.7861234882240612,0.09522288833784215
Vincent_and_Dionne_2023,Webhannet,Webhannet18,single set of methods,0,5,Webhannet18-5,0.5402609802673457,0.04511283469108053
Vincent_and_Dionne_2023,Webhannet,Webhannet18,single set of methods,5,10,Webhannet18-10,0.5380728835136857,0.035022534577150294
Vincent_and_Dionne_2023,Webhannet,Webhannet18,single set of methods,10,15,Webhannet18-15,0.5852164226607257,0.049779357621638314
Vincent_and_Dionne_2023,Webhannet,Webhannet18,single set of methods,15,20,Webhannet18-20,0.6776137810311904,0.05819519282336595
Vincent_and_Dionne_2023,Webhannet,Webhannet19,single set of methods,0,5,Webhannet19-5,1.1480545830681095,0.123424689331238
Vincent_and_Dionne_2023,Webhannet,Webhannet19,single set of methods,5,10,Webhannet19-10,0.8312778485041376,0.07491003888029125
Vincent_and_Dionne_2023,Webhannet,Webhannet19,single set of methods,10,15,Webhannet19-15,0.8307805537873966,0.05763636794756525
Vincent_and_Dionne_2023,Webhannet,Webhannet19,single set of methods,15,20,Webhannet19-20,0.767325747931254,0.05260716575429662
Vincent_and_Dionne_2023,Webhannet,Webhannet20,single set of methods,0,5,Webhannet20-5,0.7799570337364736,0.06701671618395927
Vincent_and_Dionne_2023,Webhannet,Webhannet20,single set of methods,5,10,Webhannet20-10,0.8241168045830684,0.06519961283557454
Vincent_and_Dionne_2023,Webhannet,Webhannet20,single set of methods,10,15,Webhannet20-15,0.8394334818586887,0.06562035384607737
Vincent_and_Dionne_2023,Webhannet,Webhannet20,single set of methods,15,20,Webhannet20-20,1.0028445257797582,0.09598229067900624
Vincent_and_Dionne_2023,Webhannet,Webhannet21,single set of methods,0,5,Webhannet21-5,0.3040459898154042,0.03133127764640356
Vincent_and_Dionne_2023,Webhannet,Webhannet21,single set of methods,5,10,Webhannet21-10,0.3508911521323998,0.03786849911600892
Vincent_and_Dionne_2023,Webhannet,Webhannet21,single set of methods,10,15,Webhannet21-15,0.3632240611075748,0.03708473795522359
Vincent_and_Dionne_2023,Webhannet,Webhannet21,single set of methods,15,20,Webhannet21-20,0.4042011457670274,0.03925214141311268
Vincent_and_Dionne_2023,Webhannet,Webhannet22,single set of methods,0,5,Webhannet22-5,0.6593133354551242,0.07221660861466123
Vincent_and_Dionne_2023,Webhannet,Webhannet22,single set of methods,5,10,Webhannet22-10,0.41713080840229155,0.0331891405168384
Vincent_and_Dionne_2023,Webhannet,Webhannet22,single set of methods,10,15,Webhannet22-15,0.4466701145767028,0.04378119717327739
Vincent_and_Dionne_2023,Webhannet,Webhannet22,single set of methods,15,20,Webhannet22-20,0.39186823679185234,0.03125941741923934
Vincent_and_Dionne_2023,Webhannet,Webhannet23,single set of methods,0,5,Webhannet23-5,0.9478437301082113,0.12292254562007676
Vincent_and_Dionne_2023,Webhannet,Webhannet23,single set of methods,5,10,Webhannet23-10,0.8813056970082751,0.07471191138964042
Vincent_and_Dionne_2023,Webhannet,Webhannet23,single set of methods,10,15,Webhannet23-15,0.8861791852323362,0.07985743556154519
