study_id,site_id,core_id,year,latitude,longitude,salinity_class,salinity_method,salinity_notes,vegetation_method,vegetation_notes,core_length_flag
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2017,2017,39.08793,-75.43755,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2017,2017,39.08746,-75.43816,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2017,2017,39.08715,-75.43875,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2017,2017,39.08674,-75.43939,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2017,2017,39.08599,-75.44081,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2017,2017,39.08952,-75.43815,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2017,2017,39.08953,-75.43816,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2017,2017,39.08957,-75.4381,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alt / BG / Phrag; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2017,2017,39.09011,-75.43624,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alt/S.cyno/D.spic/wrack; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2017,2017,39.08973,-75.43661,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG / wrack; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_11_2017,2017,39.0896,-75.43687,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
StLaurent_et_al_2020,St Jones Reserve,SJR_12_2017,2017,39.08933,-75.43684,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",core depth limited by length of corer
