study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,0,1,0.257019318,0.1281813115
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,1,2,0.245401007,0.2135028212
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,2,3,0.137398462,0.3241051778
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,3,4,0.052155075,0.3027158987
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,4,5,0.096559304,0.202076809
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,5,6,0.094378881,0.257841484
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,6,7,0.196429031,0.1769567331
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,7,8,0.180593114,0.1937075879
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,8,9,0.146565787,0.17189705719999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,9,10,0.266680023,0.1968250179
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,10,11,0.301598617,0.16686015829999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,11,12,0.2310134,0.1905614881
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,12,13,0.205150722,0.19247478669999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,13,14,0.387271723,0.1933999096
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,14,15,0.309556364,0.1724421594
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,15,16,0.248329458,0.22123950520000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,16,17,0.308903829,0.14848781490000001
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,17,18,0.298988476,0.1928563824
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,18,19,0.363048341,0.274560519
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,19,20,0.12204001,0.2879499218
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,20,21,0.140199589,0.2984447724
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,21,22,0.190651706,0.2713081225
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,22,23,0.183839875,0.2173837763
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,23,24,0.209193257,0.16197504559999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,24,25,0.335785099,0.1453218315
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,25,26,0.217246497,0.1369230769
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,26,27,0.227734808,0.181913481
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,27,28,0.079943528,0.1429424647
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,28,29,0.341403268,0.1575217939
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,29,30,0.380030173,0.1332188626
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,30,31,0.508293142,0.12768888750000001
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,31,32,0.39459285,0.1296736982
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,32,33,0.562183005,0.1175721201
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,33,34,0.533566947,0.1442505593
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,34,35,0.731460203,0.1001109685
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,35,36,0.868269792,0.07117587755
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,36,37,0.614226672,0.07146373695000001
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,37,38,0.594157234,0.09375334833
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,38,39,0.44157539,0.1201297531
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,39,40,0.456058489,0.1183737568
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,40,41,0.635792167,0.1263893061
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,41,42,0.599234276,0.10876205150000001
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,42,43,0.418625247,0.1061095693
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,43,44,0.511460325,0.09335324869
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,44,45,0.664806113,0.06047257667
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,45,46,0.937995573,0.05329509977
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,46,47,0.982861351,0.05134806898
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,47,48,1.257164895,0.03903025699
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,48,49,1.376467441,0.03342737553
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,49,50,1.901503683,0.026675036620000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,50,51,1.479122379,0.024522251869999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,51,52,1.475398153,0.02607279239
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,52,53,1.994434254,0.02131445808
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,51,54,1.640250844,0.02083252474
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,52,55,2.432969784,0.01942852657
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,53,56,1.869179314,0.02267463642
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,54,57,2.312043858,0.01929510567
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,55,58,2.132676237,0.02202238806
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,56,59,2.131593984,0.01920377505
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,57,60,2.994532085,0.01846379523
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,58,61,2.491729789,0.02073965253
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,59,62,2.353694707,0.026750153829999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,60,63,2.208243004,0.02391385822
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,61,64,1.479377027,0.035491436439999996
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,62,65,2.143848914,0.02844055768
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,63,66,2.238180049,0.02890584446
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,64,67,2.195319623,0.029883424199999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,65,68,2.913394895,0.023282747170000003
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,66,69,1.81867945,0.02730351533
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,67,70,2.528255848,0.02300210884
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,68,71,2.225590893,0.022754902100000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,69,72,2.310054422,0.02231561542
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,70,73,2.123715814,0.023426785670000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,71,74,2.496727254,0.025944388489999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,72,75,2.293629631,0.0251955063
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,73,76,2.25043498,0.02427881385
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,74,77,2.452386687,0.025881314569999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,75,78,2.364198933,0.03222549092
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,76,79,2.37183837,0.029820099710000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,77,80,2.366331609,0.02202029849
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,78,81,2.123779476,0.021605053920000002
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,79,82,2.465644294,0.01910651235
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,80,83,2.271252446,0.023649855999999997
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,81,84,1.987017634,0.020256632059999998
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,82,85,2.304913717,0.0232768502
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,83,86,2.328930198,0.02047413057
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,84,87,2.325683437,0.01909982413
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,85,88,2.305104703,0.02069265504
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,86,89,2.353121749,0.02405800434
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,87,90,2.455713025,0.02127066631
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,88,91,2.345020763,0.021154864189999997
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,89,92,2.255973572,0.03150683965
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,90,93,2.26300822,0.02478391437
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,91,94,1.508661537,0.024179255629999997
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,92,95,1.96163242,0.02748817473
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,93,96,2.271825404,0.02862487127
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,94,97,2.179133565,0.0251827723
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,95,98,2.144612858,0.1514805195
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,96,99,2.147270746,0.028491591129999997
Gillen_et_al_2018,Goodwin_Edge,Goodwin_Edge,single set of methods,97,100,2.118002152,0.02968184072
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,0,1,0.248345373,0.2614073315
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,1,2,0.157706633,0.28650721570000004
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,2,3,0.15439621,0.3475930316
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,3,4,0.542368215,0.3867891308
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,4,5,0.347658058,0.3616553745
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,5,6,0.065078456,0.5431645879
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,6,7,0.485088351,0.3236654746
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,7,8,0.388497216,0.3497337157
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,8,9,0.193277763,0.384057971
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,9,10,0.34033693,0.3431069959
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,10,11,0.549673427,0.35816660390000005
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,11,12,0.178094381,0.4386952636
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,12,13,0.296696645,0.298841326
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,13,14,0.34514341,0.3613391128
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,14,15,0.258897346,0.34056679170000004
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,15,16,0.176725649,0.4184978386
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,16,17,0.280319601,0.4421166184
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,17,18,0.400099611,0.4423405863
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,18,19,0.238032133,0.4215699385
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,19,20,0.215257061,0.3853604436
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,20,21,0.378677356,0.3478333964
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,21,22,0.256732839,0.3730704854
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,22,23,0.36188651,0.3582988829
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,23,24,0.300914251,0.3256465859
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,24,25,0.305100026,0.31648408969999997
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,25,26,0.436752995,0.2775672327
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,27,28,0.813011196,0.20259186029999998
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,28,29,0.35143003,0.1609981432
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,29,30,0.633643575,0.2113631226
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,30,31,0.293051997,0.2711671102
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,31,32,0.529078777,0.2506693138
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,32,33,0.69480682,0.2248030053
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,33,34,0.540792581,0.3781158951
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,34,35,0.491629619,0.214729686
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,35,36,0.399128766,0.2443177287
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,36,37,0.487221027,0.2381994577
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,37,38,0.665267662,0.159354067
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,38,39,0.535460891,0.1563131613
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,39,40,0.282245376,0.2032818315
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,40,41,0.477735393,0.1911583436
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,41,42,0.611011742,0.20911151050000001
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,42,43,0.544039342,0.11017172280000001
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,43,44,0.939459798,0.07471030697
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,44,45,0.968855716,0.09989322381999999
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,45,46,0.81508021,0.1066526077
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,46,47,0.541667933,0.1385966974
Gillen_et_al_2018,Goodwin_Interior,Goodwin_Interior,single set of methods,47,48,0.818661196,0.09837085423
