n,study_id,site_id,core_id,method_id,year,month,day,latitude,longitude,admin_division,habitat,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_unit,c14_age,c14_age_se,c14_material,c14_notes,delta_c13,marker_date,marker_type,age,age_se,depth_interval_notes,date,core_notes,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,country,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_volume,loss_on_ignition_sample_mass,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,c14_counting_method,age_depth_model_reference,fraction_carbon_flag
137,StLaurent_et_al_2020,St Jones Reserve,SJR_2_2017,single set of methods,2017,NA,NA,39.08746,-75.43816,Delaware,marsh,0,15,SJR_2_2017_x_a,0.729,0.14775051124744373,0.0492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_2_2017,single set of methods,2017,NA,NA,39.08746,-75.43816,Delaware,marsh,0,15,SJR_2_2017_y_a,0.752,0.1521402784940692,0.0529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_2_2017,single set of methods,2017,NA,NA,39.08746,-75.43816,Delaware,marsh,0,15,SJR_2_2017_z_a,0.712,0.15432801822323458,0.049400000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_4_2017,single set of methods,2017,NA,NA,39.08674,-75.43939,Delaware,marsh,0,15,SJR_4_2017_x_a,0.656,0.15538362346872978,0.0453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_4_2017,single set of methods,2017,NA,NA,39.08674,-75.43939,Delaware,marsh,0,15,SJR_4_2017_y_a,0.677,0.14928909952606637,0.0463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_4_2017,single set of methods,2017,NA,NA,39.08674,-75.43939,Delaware,marsh,0,15,SJR_4_2017_z_a,0.715,0.1505930892212481,0.047400000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_6_2017,single set of methods,2017,NA,NA,39.08952,-75.43815,Delaware,marsh,0,15,SJR_6_2017_x_a,0.751,0.16190476190476188,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_6_2017,single set of methods,2017,NA,NA,39.08952,-75.43815,Delaware,marsh,0,15,SJR_6_2017_y_a,0.633,0.2297794117647059,0.0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_6_2017,single set of methods,2017,NA,NA,39.08952,-75.43815,Delaware,marsh,0,15,SJR_6_2017_z_a,0.586,0.3170731707317072,0.0384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,StLaurent_et_al_2020,St Jones Reserve,SJR_11_2017,single set of methods,2017,NA,NA,39.0896,-75.43687,Delaware,marsh,0,15,SJR_11_2017_x_a,0.747071,0.13556116015132413,0.0623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,United States,determined based on species presence,C2,NA,NA,30,pvc and hammer,roots and rhizomes separated,sediment sieved,1,compaction qualified,50,36,5,time approximate,450,8,NA,NA,NA,measured,FALSE,NA,EA,organic carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA
