study_id,site_id,core_id,year,month,core_notes,latitude,longitude,position_notes,elevation_notes,vegetation_class,core_length_flag
Burden_et_al_2018,Wallasea Island Field,Walla_19_1,2017,4,NA,51.60807272254778,0.8319629812985846,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Wallasea Island Field,Walla_19_2,2017,4,NA,51.60807272254778,0.8319629812985846,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Wallasea Island Field,Walla_19_3,2017,4,NA,51.60807272254778,0.8319629812985846,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Wallasea Island Field,Walla_19_4,2017,4,NA,51.60807272254778,0.8319629812985846,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Brandy Hole Field,Brand_20_1,2017,4,NA,51.628670541433586,0.6398724580269187,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Brandy Hole Field,Brand_20_2,2017,4,NA,51.628670541433586,0.6398724580269187,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Tollesbury Field,Tolle_21_1,2010,7,NA,51.76780080276881,0.8372147899329379,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Tollesbury Field,Tolle_21_2,2010,7,NA,51.76780080276881,0.8372147899329379,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Tollesbury Field,Tolle_21_3,2010,7,NA,51.76780080276881,0.8372147899329379,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
Burden_et_al_2018,Tollesbury Field,Tolle_21_4,2010,7,NA,51.76780080276881,0.8372147899329379,coordinates converted from spatial reference system OSGB 1936 / British National Grid,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),emergent,core depth limited by length of corer
